6.533549,0.1445355
11.94355,-0.01546454
12.48355,0.6545355
13.37755,1.024535
14.25355,0.6845356
14.89355,0.03453548
6.533549,0.1445355
11.94355,-0.01546454
12.48355,0.6545355
13.37755,1.024535
14.25355,0.6845356
14.89355,0.03453548
21.47355,1.714535
22.01355,2.384535
22.90755,2.754535
23.78355,2.414535
24.42355,1.764535
31.10355,1.874536
33.82355,2.844535
36.75355,3.094535
39.67355,3.378536
42.53355,0.1945355
40.84355,2.868536
41.67355,1.687536
42.86355,-0.9154645
40.27655,-5.300465
40.66155,-4.620464
39.66655,-4.620464
39.28155,-5.300465
38.30055,-5.300465
38.68555,-4.620464
37.74855,-4.620464
39.28155,-3.933465
40.27655,-3.933465
38.30055,-3.933465
49.16355,-3.935465
46.61355,-1.045465
69.38355,4.178535
69.82255,4.178535
70.23355,4.178535
73.34355,4.178535
73.78255,4.178535
77.03355,2.870535
78.29355,2.870535
81.18356,2.054535
81.93356,0.7645355
82.26355,-0.8954645
47.65355,-1.745465
48.52355,-2.825465
74.19355,4.178535
77.03355,3.742535
80.23355,2.734535
82.27355,-1.955465
77.67455,2.870535
82.27355,-2.975465
99.97356,-4.085464
112.8036,-7.375464
113.5236,-7.375464
114.2436,-7.375464
111.3436,-1.995465
112.1936,-1.365464
113.2336,-1.125464
114.2736,-1.375464
115.0836,-2.075464
127.3936,-1.255465
128.3136,-1.255465
129.2036,-1.255465
134.7735,-1.095464
135.4536,-2.125464
134.3235,-3.005465
133.6936,-3.765465
133.1535,-4.615464
135.1136,-4.745464
135.7135,-5.855464
136.4136,-6.785464
6.533549,0.1445355
11.94355,-0.01546454
12.48355,0.6545355
13.37755,1.024535
14.25355,0.6845356
14.89355,0.03453548
21.47355,1.714535
22.01355,2.384535
22.90755,2.754535
23.78355,2.414535
24.42355,1.764535
31.10355,1.874536
33.82355,2.844535
36.75355,3.094535
39.67355,3.378536
40.84355,2.868536
41.67355,1.687536
42.53355,0.1945355
42.86355,-0.9154645
46.61355,-1.045465
47.65355,-1.745465
48.52355,-2.825465
49.16355,-3.935465
40.66155,-4.620464
40.27655,-3.933465
39.28155,-3.933465
38.68555,-4.620464
38.30055,-3.933465
38.30055,-5.300465
37.74855,-4.620464
39.28155,-5.300465
39.66655,-4.620464
40.27655,-5.300465
55.78355,5.597536
55.78355,4.694536
55.78355,3.814536
55.78355,2.824535
55.78355,1.784535
55.78355,0.8745355
55.78355,-0.1454645
55.78355,-1.065464
69.38355,4.178535
69.82255,4.178535
70.23355,4.178535
67.54355,-6.145464
73.78255,4.178535
73.34355,4.178535
74.19355,4.178535
77.03355,3.742535
77.03355,2.870535
77.67455,2.870535
78.29355,2.870535
78.29355,3.742535
77.67455,3.742535
80.23355,2.734535
81.18356,2.054535
81.93356,0.7645355
82.26355,-0.8954645
82.27355,-1.955465
82.27355,-4.915464
6.533549,0.1445355
11.94355,-0.01546454
12.48355,0.6545355
13.37755,1.024535
14.25355,0.6845356
14.89355,0.03453548
21.47355,1.714535
22.01355,2.384535
22.90755,2.754535
24.42355,1.764535
23.78355,2.414535
31.10355,1.874536
33.82355,2.844535
36.75355,3.094535
39.67355,3.378536
41.67355,1.687536
42.53355,0.1945355
42.86355,-0.9154645
46.61355,-1.045465
48.52355,-2.825465
49.16355,-3.935465
47.65355,-1.745465
70.23355,4.178535
69.82255,4.178535
69.38355,4.178535
73.34355,4.178535
73.78255,4.178535
74.19355,4.178535
77.03355,3.742535
77.03355,2.870535
77.67455,2.870535
77.67455,3.742535
78.29355,3.742535
78.29355,2.870535
81.18356,2.054535
81.93356,0.7645355
82.26355,-0.8954645
82.27355,-1.955465
82.27355,-2.975465
82.27355,-3.905465
82.27355,-4.915464
99.97356,-4.085464
100.4236,-3.345465
100.8636,-2.755465
101.2836,-3.345464
100.8436,-4.085464
101.7036,-4.085464
101.7036,-4.085464
112.8036,-7.375464
113.5236,-7.375464
114.2436,-7.375464
111.3436,-1.995465
112.1936,-1.365464
113.2336,-1.125464
114.2736,-1.375464
115.0836,-2.075464
127.3936,-1.255465
128.3136,-1.255465
129.2036,-1.255465
134.7735,-1.095464
135.4536,-2.125464
134.3235,-3.005465
133.6936,-3.765465
133.1535,-4.615464
135.1136,-4.745464
135.7135,-5.855464
136.4136,-6.785464
6.533549,0.1445355
11.94355,-0.01546454
12.48355,0.6545355
13.37755,1.024535
14.25355,0.6845356
14.89355,0.03453548
21.47355,1.714535
22.01355,2.384535
22.90755,2.754535
23.78355,2.414535
24.42355,1.764535
31.10355,1.874536
36.75355,3.094535
39.67355,3.378536
40.84355,2.868536
41.67355,1.687536
42.53355,0.1945355
42.86355,-0.9154645
46.61355,-1.045465
47.65355,-1.745465
48.52355,-2.825465
40.27655,-5.300465
39.28155,-5.300465
38.30055,-5.300465
37.74855,-4.620464
38.30055,-3.933465
39.28155,-3.933465
38.68555,-4.620464
39.66655,-4.620464
40.27655,-3.933465
40.66155,-4.620464
69.38355,4.178535
69.82255,4.178535
70.23355,4.178535
33.82355,2.844535
73.34355,4.178535
73.78255,4.178535
74.19355,4.178535
77.03355,3.742535
77.67455,2.870535
77.67455,3.742535
78.29355,2.870535
81.18356,2.054535
81.93356,0.7645355
82.26355,-0.8954645
112.8036,-7.375464
113.5236,-7.375464
114.2436,-7.375464
111.3436,-1.995465
112.1936,-1.365464
113.2336,-1.125464
6.533549,0.1445355
11.94355,-0.01546454
12.48355,0.6545355
13.37755,1.024535
14.25355,0.6845356
14.89355,0.03453548
21.47355,1.714535
22.90755,2.754535
23.78355,2.414535
24.42355,1.764535
31.10355,1.874536
33.82355,2.844535
39.67355,3.378536
40.84355,2.868536
41.67355,1.687536
42.53355,0.1945355
42.86355,-0.9154645
46.61355,-1.045465
47.65355,-1.745465
22.01355,2.384535
36.75355,3.094535
48.52355,-2.825465
69.38355,4.178535
69.82255,4.178535
70.23355,4.178535
73.34355,4.178535
73.78255,4.178535
74.19355,4.178535
77.03355,3.742535
77.03355,2.870535
77.67455,2.870535
78.29355,2.870535
78.29355,3.742535
81.18356,2.054535
81.93356,0.7645355
82.26355,-0.8954645
77.67455,3.742535
99.97356,-4.085464
100.4236,-3.345465
100.8436,-4.085464
112.8036,-7.375464
113.5236,-7.375464
114.2436,-7.375464
111.3436,-1.995465
112.1936,-1.365464
113.2336,-1.125464
114.2736,-1.375464
127.3936,-1.255465
128.3136,-1.255465
129.2036,-1.255465
134.7735,-1.095464
135.4536,-2.125464
133.6936,-3.765465
133.1535,-4.615464
6.533549,0.1445355
11.94355,-0.01546454
12.48355,0.6545355
13.37755,1.024535
14.25355,0.6845356
14.89355,0.03453548
21.47355,1.714535
22.01355,2.384535
22.90755,2.754535
23.78355,2.414535
24.42355,1.764535
31.10355,1.874536
33.82355,2.844535
36.75355,3.094535
39.67355,3.378536
40.84355,2.868536
41.67355,1.687536
42.53355,0.1945355
42.86355,-0.9154645
46.61355,-1.045465
40.27655,-5.300465
40.66155,-4.620464
40.27655,-3.933465
39.28155,-3.933465
38.68555,-4.620464
38.30055,-5.300465
39.28155,-5.300465
39.66655,-4.620464
37.74855,-4.620464
38.30055,-3.933465
49.16355,-3.935465
55.78355,5.597536
55.78355,4.694536
55.78355,3.814536
55.78355,2.824535
55.78355,1.784535
55.78355,0.8745355
55.78355,-0.1454645
55.78355,-1.065464
69.38355,4.178535
69.82255,4.178535
70.23355,4.178535
73.34355,4.178535
73.78255,4.178535
74.19355,4.178535
77.03355,3.742535
77.67455,3.742535
77.67455,2.870535
77.03355,2.870535
78.29355,2.870535
78.29355,3.742535
81.18356,2.054535
81.93356,0.7645355
82.26355,-0.8954645
82.27355,-1.955465
82.27355,-2.975465
82.27355,-3.905465
82.27355,-4.915464
67.54355,-6.145464
99.97356,-4.085464
100.8436,-4.085464
100.4236,-3.345465
100.8636,-2.755465
101.2836,-3.345464
101.7036,-4.085464
101.7036,-4.085464
112.8036,-7.375464
113.5236,-7.375464
114.2436,-7.375464
111.3436,-1.995465
112.1936,-1.365464
113.2336,-1.125464
114.2736,-1.375464
115.0836,-2.075464
127.3936,-1.255465
128.3136,-1.255465
129.2036,-1.255465
135.4536,-2.125464
134.3235,-3.005465
133.1535,-4.615464
133.6936,-3.765465
135.1136,-4.745464
136.4136,-6.785464
135.7135,-5.855464
6.533549,0.1445355
11.94355,-0.01546454
12.48355,0.6545355
13.37755,1.024535
14.25355,0.6845356
14.89355,0.03453548
21.47355,1.714535
22.01355,2.384535
22.90755,2.754535
23.78355,2.414535
24.42355,1.764535
31.10355,1.874536
33.82355,2.844535
36.75355,3.094535
39.67355,3.378536
40.84355,2.868536
41.67355,1.687536
42.53355,0.1945355
42.86355,-0.9154645
46.61355,-1.045465
47.65355,-1.745465
48.52355,-2.825465
49.16355,-3.935465
40.27655,-5.300465
39.28155,-5.300465
38.68555,-4.620464
38.30055,-3.933465
38.30055,-5.300465
37.74855,-4.620464
39.28155,-3.933465
39.66655,-4.620464
40.66155,-4.620464
40.27655,-3.933465
6.533549,0.1445355
11.94355,-0.01546454
12.48355,0.6545355
13.37755,1.024535
14.25355,0.6845356
14.89355,0.03453548
21.47355,1.714535
22.01355,2.384535
22.90755,2.754535
23.78355,2.414535
24.42355,1.764535
31.10355,1.874536
33.82355,2.844535
36.75355,3.094535
39.67355,3.378536
40.84355,2.868536
41.67355,1.687536
42.86355,-0.9154645
42.53355,0.1945355
46.61355,-1.045465
48.52355,-2.825465
49.16355,-3.935465
40.27655,-5.300465
39.66655,-4.620464
39.28155,-3.933465
38.30055,-3.933465
37.74855,-4.620464
38.30055,-5.300465
38.68555,-4.620464
